so2_data_quality,atmospheric_variability,aerosol_optical_depth
22,99.99,2.789
22,99.99,0.543
20,32.43,0.146
20,26.66,0.145
20,14.29,0.122
20,20.24,0.134
22,85.66,0.131
20,57.73,0.13
22,98.26,0.153
20,20.86,0.145
20,59.43,0.179
22,99.89,0.218
22,94.8,0.196
22,87.82,0.211
20,55.14,0.204
20,56.97,0.229
20,47.67,0.241
20,32.69,0.241
22,89.2,0.237
20,13.54,0.22
22,82.06,2.061
22,99.44,2.05
22,99.99,1.781
22,100.0,2.156
22,99.99,4.88
20,61.69,0.3
20,9.46,0.244
22,91.93,0.258
22,99.86,0.315
22,96.44,0.282
20,62.13,0.237
22,18.1,2.346
22,99.86,3.841
22,79.49,0.291
22,20.89,1.504
22,99.97,2.959
22,28.35,1.278
22,96.19,0.374
22,99.99,2.538
22,99.94,0.424
22,26.28,1.342
21,70.71,0.308
22,99.98,1.422
22,98.22,0.356
21,69.31,0.304
22,99.99,0.55
22,99.47,2.315
22,99.94,4.186
22,999.0,2.559
22,99.99,0.832
22,36.68,0.968
21,64.95,0.336
22,99.98,0.432
22,999.0,1.877
22,999.0,2.541
22,78.98,0.353
21,36.54,0.325
21,5.89,0.316
22,99.95,3.227
22,999.0,2.197
21,69.81,0.335
22,99.84,0.363
21,70.38,0.323
21,43.52,0.311
22,99.99,1.0
22,100.0,1.043
22,7.03,0.817
21,65.76,0.45
22,99.92,0.576
22,99.97,0.482
22,87.27,1.746
22,99.99,1.845
22,999.0,1.94
22,95.32,0.557
22,98.58,1.678
22,98.62,0.542
22,99.97,0.541
22,999.0,1.271
22,96.06,0.543
21,43.34,0.491
22,99.99,1.119
22,95.72,1.289
22,98.26,0.459
21,58.84,0.403
21,25.8,0.399
22,99.93,1.753
22,99.32,1.664
22,60.72,1.051
22,98.57,0.618
22,93.17,0.602
21,0.46,0.456
21,64.27,0.46
21,45.84,0.449
22,16.17,0.438
22,16.44,0.451
22,19.41,0.454
22,38.15,0.439
22,29.71,0.439
22,91.94,0.443
22,76.08,0.482
22,98.85,0.514
22,63.46,0.451
22,85.46,0.446
22,24.74,0.457
22,82.88,0.431
22,99.83,0.43
22,60.14,0.445
22,86.32,0.463
22,87.7,0.471
22,98.33,0.444
22,99.98,0.588
22,71.76,0.414
22,78.32,0.38
22,48.11,0.368
22,99.97,0.501
22,96.87,0.4
22,73.4,0.325
22,38.41,0.329
22,-98.15,1.904
22,95.0,1.591
22,80.22,1.428
22,99.28,1.358
22,97.23,1.174
22,87.14,1.799
22,20.02,2.461
22,5.27,1.363
22,98.06,2.492
22,99.77,2.415
22,92.8,1.53
22,19.01,1.429
22,99.78,0.883
22,99.54,2.157
22,97.81,2.209
22,94.61,1.598
22,93.02,0.772
22,97.91,0.301
22,94.23,0.426
22,93.29,0.309
20,62.57,0.274
22,98.53,0.259
20,54.76,0.22
22,93.03,0.286
22,99.58,0.808
22,96.24,0.293
22,99.69,0.517
22,98.88,0.932
22,99.59,0.898
22,99.8,0.513
22,99.84,0.537
22,95.17,0.388
22,98.85,0.582
22,99.61,0.669
22,99.67,0.99
22,98.63,1.302
22,99.35,1.423
22,99.78,1.738
22,99.88,1.75
22,99.62,2.022
22,99.71,1.463
22,99.68,1.682
22,99.93,1.485
22,98.84,1.197
22,99.34,1.323
22,98.14,1.645
22,98.83,1.372
22,97.11,0.943
22,99.68,0.958
22,99.53,1.087
22,99.12,1.285
22,97.71,0.493
22,95.83,0.336
22,97.69,0.247
22,98.15,0.212
20,13.88,0.16
20,21.5,0.162
20,18.96,0.175
20,31.23,0.2
22,99.73,0.245
22,98.88,0.231
22,99.99,0.508
22,97.73,0.234
22,99.67,0.876
22,98.71,1.189
22,99.66,1.297
22,99.39,0.885
22,99.49,0.958
22,99.71,1.046
22,99.86,1.275
22,98.72,1.446
22,99.88,1.11
22,99.78,1.22
22,98.9,0.805
22,97.46,1.324
22,99.67,0.783
22,99.53,1.077
22,99.84,0.821
22,99.22,0.764
22,98.86,0.713
22,99.1,0.279
22,99.97,0.352
22,98.87,0.273
22,98.06,0.265
22,99.43,0.395
22,99.96,0.322
22,99.57,0.287
22,99.61,0.322
22,99.95,0.297
22,78.26,0.21
21,68.94,0.252
20,56.81,0.246
22,99.98,0.291
22,98.04,0.236
20,10.81,0.227
22,99.98,0.276
22,98.14,0.228
20,43.63,0.255
22,92.16,0.279
22,99.98,0.298
22,90.09,0.238
22,99.12,0.323
22,96.69,0.255
22,99.74,0.224
20,15.74,0.209
22,90.36,0.211
22,89.72,0.301
20,48.84,0.263
22,97.93,0.247
22,99.99,0.552
22,99.05,0.739
22,99.91,0.347
22,98.66,0.285
22,97.72,0.345
22,99.6,0.347
22,99.51,0.339
22,99.98,1.56
22,91.9,0.423
22,99.81,0.372
22,99.56,0.312
22,99.89,0.307
22,99.9,0.314
22,94.94,0.261
20,57.43,0.269
21,68.31,0.281
22,99.88,0.253
22,99.88,0.28
22,99.97,2.903
22,99.94,0.324
22,91.36,0.27
22,999.0,3.11
22,99.94,0.466
22,99.93,1.249
20,30.77,0.228
20,21.8,0.233
20,31.24,0.265
22,83.57,0.26
22,99.81,3.34
22,99.72,5.013
22,98.62,0.276
22,99.97,0.296
22,99.69,0.248
22,98.97,0.256
20,20.88,0.227
22,98.39,0.22
22,92.32,0.222
22,92.9,0.202
22,99.56,0.198
22,92.63,0.21
22,96.46,0.227
20,58.85,0.186
20,18.62,0.161
22,91.43,0.206
22,93.7,0.201
20,34.81,0.151
22,96.8,0.161
20,60.26,0.189
20,42.46,0.185
22,99.8,0.24
20,47.67,0.138
22,75.27,0.167
22,99.85,0.418
22,98.16,0.162
20,17.9,0.142
22,86.82,0.185
22,99.6,0.166
22,88.1,0.186
20,28.56,0.149
22,99.44,0.144
20,21.08,0.136
22,96.92,0.135
22,99.98,0.2
22,99.7,0.162
22,99.98,0.286
20,49.63,0.143
22,94.94,0.171
21,70.34,0.147
22,99.43,0.162
20,46.2,0.195
22,93.43,0.198
22,99.98,0.41
21,66.42,0.205
22,99.58,0.176
20,53.82,0.153
20,24.04,0.146
22,92.53,0.217
20,34.59,0.18
20,9.61,0.142
20,54.85,0.147
20,62.2,0.159
20,10.23,0.134
21,72.56,0.125
22,74.83,0.163
22,99.95,5.625
22,99.99,3.794
22,99.86,2.289
20,44.79,0.161
20,18.2,0.121
20,17.27,0.115
22,95.42,0.136
20,30.49,0.147
20,9.97,0.15
22,83.1,0.153
20,32.63,0.163
20,26.67,0.151
22,99.43,0.135
20,12.72,0.155
22,99.81,0.179
20,6.44,0.148
20,19.94,0.136
22,93.96,0.136
22,98.7,0.142
20,8.09,0.15
20,18.69,0.15
22,95.46,0.135
20,18.08,0.144
22,98.75,0.249
20,15.32,0.165
22,99.97,0.322
21,65.75,0.254
22,94.62,1.561
22,99.97,0.982
22,999.0,2.967
22,99.89,3.242
22,93.06,2.731
22,99.18,2.617
22,99.85,3.084
22,99.86,2.646
22,99.26,2.722
22,999.0,2.647
22,99.89,2.057
22,99.27,2.879
22,999.0,1.832
22,69.34,0.88
22,98.93,0.817
22,99.92,1.137
22,999.0,5.195
22,99.97,4.801
22,96.57,3.499
22,99.5,4.339
22,11.63,3.157
22,96.89,3.52
22,97.56,3.456
22,99.88,3.738
22,67.41,4.025
22,99.8,2.696
22,99.75,2.926
22,99.43,3.583
22,99.56,4.807
22,99.94,5.068
22,75.41,5.187
22,97.58,5.912
22,99.9,5.575
22,99.91,4.99
22,97.38,5.233
22,71.28,4.502
22,94.71,5.129
22,99.06,5.095
22,95.97,4.835
22,98.56,5.462
22,98.08,5.553
22,95.02,5.084
22,94.94,4.786
22,90.53,3.391
22,98.76,2.671
22,99.85,2.407
22,98.95,2.039
22,99.77,1.925
22,85.36,1.34
22,99.3,1.002
22,99.85,1.282
22,99.99,1.695
22,99.98,2.581
22,99.95,2.712
22,999.0,5.155
22,99.96,1.943
22,99.91,6.423
22,99.97,1.8
22,999.0,3.31
22,99.6,3.216
22,99.97,4.119
22,99.96,5.575
22,99.98,5.087
22,999.0,2.758
22,99.97,1.036
22,100.0,3.074
22,99.99,4.508
22,97.9,1.137
22,97.77,1.082
22,99.94,2.621
22,99.77,2.92
22,98.72,3.594
22,88.73,3.94
22,99.89,3.473
22,99.97,4.097
22,99.98,4.393
22,999.0,3.586
22,99.48,4.522
22,65.36,4.271
22,99.91,4.472
22,99.96,3.335
22,96.95,2.662
22,98.31,2.44
22,99.73,2.601
22,97.49,2.659
22,99.99,4.609
22,99.99,3.5
22,99.95,3.14
22,96.81,2.328
22,99.99,3.11
22,99.92,2.353
22,99.5,1.872
22,92.2,1.668
22,99.88,2.013
22,99.98,2.816
22,99.8,2.766
22,99.93,3.207
22,99.54,5.582
22,99.96,4.596
22,88.08,3.25
22,97.1,3.344
22,999.0,3.714
22,99.77,1.178
22,99.57,0.979
22,99.73,0.769
22,-29.44,1.159
22,99.96,1.387
22,99.97,1.55
22,99.99,0.741
20,50.6,0.138
21,70.38,0.167
22,99.78,0.286
22,99.97,0.639
22,94.35,0.223
22,99.98,1.408
22,99.2,0.441
22,96.67,0.53
22,99.99,1.118
22,96.6,0.908
22,98.88,0.476
22,73.65,0.298
21,70.18,0.227
22,99.14,0.215
22,99.74,0.994
22,99.99,2.196
22,99.97,1.604
22,89.58,1.802
22,25.09,0.793
22,99.98,0.821
22,99.99,1.032
22,97.86,1.672
22,98.07,1.622
22,99.99,0.996
22,999.0,1.616
22,999.0,2.654
22,99.97,0.206
22,93.14,0.301
22,99.99,1.938
22,99.43,1.318
22,80.24,0.888
22,99.84,0.835
22,70.96,0.637
22,99.59,0.154
22,99.99,1.547
22,93.43,1.614
22,98.33,1.317
22,58.23,1.004
22,60.45,0.686
22,99.13,0.772
22,91.43,1.852
22,34.44,1.745
22,98.54,1.332
22,98.76,1.668
22,88.69,1.496
22,38.7,1.204
22,91.51,1.196
22,88.0,1.43
22,87.72,1.656
22,37.37,1.679
22,75.22,1.835
22,1.04,0.963
22,99.94,0.63
22,99.95,0.461
22,-15.43,0.671
21,37.37,0.159
22,96.92,0.179
21,24.85,0.158
22,96.2,0.158
22,88.01,0.111
21,1.71,0.119
22,82.38,0.147
22,88.45,0.361
22,89.45,0.636
22,85.36,0.624
22,88.18,0.5
22,92.02,0.11
22,95.86,0.118
22,84.1,0.123
22,-1.01,0.116
22,-1.01,0.123
22,-4.55,0.11
22,-5.69,0.12
22,12.9,0.117
22,59.1,0.124
22,99.98,0.394
22,99.9,0.254
22,999.0,0.614
22,99.91,0.505
22,99.98,0.959
22,99.91,0.592
22,99.76,0.296
22,99.98,0.506
22,99.56,0.42
22,99.84,0.93
22,99.98,1.515
22,99.99,1.047
22,92.34,0.435
22,99.99,1.118
22,99.94,0.646
22,99.99,0.749
22,99.99,2.201
22,97.87,1.742
22,99.99,1.513
22,100.0,1.096
22,87.71,1.139
22,98.88,1.98
22,97.85,1.99
22,99.78,2.138
22,71.56,1.682
22,99.97,2.823
22,99.95,3.504
22,99.98,0.76
22,99.97,1.324
22,99.9,1.61
22,99.98,1.59
22,99.84,2.562
22,99.96,2.061
22,99.67,2.269
22,99.97,0.624
22,99.84,1.934
22,99.89,4.228
22,99.98,3.355
22,89.69,2.714
22,99.89,1.126
22,99.98,1.623
22,89.5,1.844
22,99.98,3.827
22,99.97,3.04
22,99.66,1.76
22,99.99,2.609
22,99.9,0.435
22,999.0,2.525
22,99.73,0.245
22,98.71,0.161
22,99.97,1.027
22,99.93,3.037
22,999.0,2.321
22,99.66,3.214
22,100.0,0.628
22,99.95,0.385
22,99.44,0.133
22,100.0,3.549
22,99.73,1.661
22,99.99,2.51
22,99.86,2.729
22,99.94,4.864
22,99.97,0.277
22,99.48,0.131
22,99.99,2.043
22,99.98,3.216
22,99.96,0.186
22,73.29,0.04
20,51.37,0.053
22,99.83,0.103
22,97.93,0.075
22,100.0,2.234
22,88.77,2.174
22,95.66,0.087
22,87.52,0.064
22,84.25,0.035
21,68.63,0.055
22,99.98,0.405
22,99.99,0.324
22,98.94,0.411
20,28.36,-0.027
22,82.34,-0.007
21,66.55,-0.012
22,99.28,0.037
22,94.26,-0.01
22,96.13,2.28
22,99.97,0.082
22,99.99,3.331
22,99.53,0.038
22,73.25,-0.035
22,97.99,-0.009
22,99.97,0.143
22,75.23,-0.002
22,100.0,0.63
22,99.8,0.038
21,64.42,0.028
22,77.43,0.039
22,88.18,0.065
20,54.15,0.053
20,51.44,0.045
22,77.97,0.061
22,91.64,0.062
22,99.77,0.846
22,99.97,4.025
22,99.99,3.058
22,95.09,0.084
22,99.99,0.528
22,99.99,1.875
22,99.99,5.906
22,95.0,0.09
22,78.93,0.251
22,99.99,3.017
22,99.97,0.151
22,99.5,0.1
22,99.63,0.09
22,99.95,2.307
22,99.7,3.306
22,99.99,3.133
20,10.65,-0.009
22,99.87,0.038
22,99.97,0.081
22,99.71,0.039
22,99.98,0.3
22,99.99,0.684
22,99.9,0.099
22,999.0,4.68
22,99.88,0.007
22,99.34,-0.022
22,98.95,-0.045
22,99.83,-0.018
22,97.53,0.361
22,99.47,0.612
22,99.85,1.07
22,99.98,1.929
22,99.96,0.687
22,99.68,0.569
22,99.93,0.902
22,99.91,0.7
22,99.56,0.519
22,97.59,0.508
22,99.99,1.509
22,999.0,3.214
22,99.14,0.617
22,99.99,1.437
22,98.96,1.082
22,99.59,0.85
22,98.42,0.583
22,99.95,0.886
22,99.89,0.688
22,99.96,0.704
22,99.96,0.714
22,99.96,0.779
22,99.96,0.629
22,98.45,0.523
22,45.13,0.71
22,99.97,5.028
22,99.99,4.169
22,20.29,2.158
22,999.0,3.708
22,99.89,4.605
22,59.21,2.51
22,99.93,0.582
22,62.86,3.286
22,92.87,3.088
22,96.81,1.451
22,99.99,3.144
22,3.1,1.573
22,98.22,0.187
20,24.48,0.073
22,97.77,0.209
22,98.58,0.301
22,99.54,0.621
22,67.82,0.729
22,99.08,0.51
22,99.73,1.204
22,97.39,1.926
22,96.92,1.872
22,98.65,1.796
22,99.6,3.576
22,97.74,4.375
22,49.59,3.417
22,52.28,1.705
22,96.56,0.074
22,99.85,0.211
22,99.98,2.737
22,99.71,1.579
22,99.99,2.403
22,15.28,2.361
22,99.52,1.96
22,96.82,3.636
22,999.0,3.151
22,97.45,1.94
22,99.51,1.888
22,99.56,1.676
22,93.92,1.846
22,98.98,0.685
22,99.84,0.68
22,99.78,0.515
22,99.96,0.588
22,99.99,1.145
22,99.87,2.51
22,999.0,2.566
22,99.97,1.232
22,20.95,1.344
22,10.28,1.077
22,99.12,0.298
20,48.92,0.181
20,57.31,0.187
22,76.16,0.283
22,99.88,0.902
22,99.34,1.245
22,99.15,0.279
22,98.4,0.17
22,99.93,2.015
22,99.96,0.575
22,999.0,1.677
22,999.0,1.849
22,99.86,1.688
22,99.33,2.269
22,89.15,1.498
22,99.98,2.147
22,90.83,0.71
22,99.99,1.206
22,86.54,1.25
22,99.33,0.424
22,99.67,0.508
22,99.44,0.515
22,99.8,0.561
22,99.72,0.378
22,98.75,0.353
22,93.56,0.328
21,47.53,0.299
21,52.28,0.305
21,33.27,0.343
22,94.51,0.414
21,68.13,0.413
22,99.97,0.526
22,99.53,0.444
22,76.36,0.446
22,76.1,0.435
22,48.71,0.467
22,-41.97,0.524
22,98.5,0.5
22,99.97,0.673
22,99.99,0.837
22,94.64,0.48
22,73.15,0.449
22,89.07,0.43
22,99.99,0.927
22,93.01,0.481
22,99.87,0.538
22,99.85,0.592
22,99.92,0.545
22,94.35,0.461
22,99.08,0.485
22,93.72,0.488
22,99.34,0.564
22,999.0,2.616
22,99.97,2.807
22,99.91,5.033
22,99.69,5.246
22,99.39,5.458
22,999.0,4.915
22,98.06,3.833
22,99.96,5.243
22,99.45,5.223
22,99.91,5.091
22,99.74,4.74
22,99.25,4.417
22,99.76,4.56
22,99.97,4.472
22,99.73,3.711
22,999.0,3.42
22,99.87,5.275
22,99.94,5.776
22,99.98,5.683
22,99.93,5.382
22,99.95,5.483
22,99.81,6.203
22,99.68,5.045
22,99.98,5.393
22,999.0,4.929
22,99.95,4.783
22,999.0,4.661
22,96.97,4.192
22,99.89,3.207
22,99.97,4.201
22,-72.23,3.153
22,99.99,3.075
22,999.0,3.655
22,99.97,3.442
22,99.96,3.925
22,77.88,2.805
22,99.99,4.473
22,999.0,2.734
22,99.62,0.55
22,99.89,0.84
22,99.74,2.036
22,99.95,1.944
22,99.96,2.628
22,98.64,2.281
22,-199.91,0.978
22,93.63,0.892
22,999.0,0.731
22,99.45,0.415
22,91.78,0.354
22,88.87,0.653
22,99.96,0.379
22,58.63,0.432
22,99.26,0.113
22,10.15,0.104
22,7.78,0.102
22,3.67,0.082
22,12.8,0.082
22,2.14,0.07
22,19.12,0.07
22,4.75,0.07
22,29.51,0.075
22,10.41,0.073
22,14.23,0.072
22,9.6,0.071
22,-23.02,0.091
22,50.42,0.064
22,-9.97,0.069
22,89.64,0.059
22,32.62,0.17
22,-19.92,0.144
22,6.73,0.148
22,-1.0,0.148
22,5.46,0.144
22,-18.54,0.14
22,15.03,0.142
22,15.34,0.134
22,4.76,0.162
22,-0.85,0.165
22,2.23,0.146
22,-14.88,0.138
22,4.0,0.131
22,-5.18,0.133
22,-7.65,0.124
21,-1.93,0.127
22,7.66,0.125
21,19.36,0.128
21,-4.75,0.126
21,-6.73,0.123
21,-0.49,0.121
21,2.49,0.123
21,10.53,0.118
21,10.41,0.119
21,4.18,0.122
21,27.37,0.117
21,-0.41,0.115
21,3.05,0.113
21,7.37,0.107
21,12.29,0.105
21,6.19,0.105
22,98.26,0.127
21,44.08,0.105
21,24.18,0.101
21,6.81,0.098
21,13.04,0.091
20,2.89,0.087
20,-2.09,0.088
20,11.27,0.092
20,31.72,0.085
20,29.6,0.083
20,14.24,0.077
20,7.81,0.08
20,49.62,0.087
20,12.93,0.086
20,25.32,0.082
20,39.59,0.087
20,46.07,0.086
20,30.54,0.09
21,65.74,0.1
22,99.88,0.16
22,99.99,0.315
22,99.99,0.892
22,99.97,0.951
22,96.04,1.18
22,99.95,1.229
22,99.96,0.336
22,99.84,0.11
22,99.48,0.182
22,92.13,0.077
20,50.28,0.065
20,44.74,0.062
20,32.77,0.052
22,72.5,0.329
22,99.42,0.084
20,18.81,0.058
20,6.68,0.062
22,99.51,0.229
22,99.93,0.245
22,98.91,0.105
20,16.34,0.073
22,99.67,0.162
22,99.97,0.402
20,25.99,0.062
22,99.97,0.29
22,88.07,0.965
22,99.99,1.588
22,100.0,1.443
21,66.26,0.049
20,31.97,0.055
22,99.94,1.529
22,99.92,0.483
20,46.69,0.05
22,98.92,0.062
20,42.96,0.049
20,50.79,0.039
20,18.35,0.04
20,46.82,0.047
20,25.54,0.05
20,46.0,0.047
20,23.5,0.053
20,47.66,0.032
20,17.7,0.022
20,14.22,0.018
20,13.69,0.022
20,14.7,0.021
20,21.65,0.016
20,17.03,0.013
20,12.14,0.008
20,7.29,0.009
20,36.49,0.006
20,11.0,0.004
20,21.59,0.008
20,14.7,-0.001
20,7.62,-0.001
20,9.2,0.003
20,29.3,0.016
20,13.36,0.003
20,7.77,0.006
20,20.64,0.003
20,20.07,0.007
20,47.62,0.006
20,51.6,0.002
20,14.59,-0.002
22,99.81,0.009
22,99.96,0.026
20,11.91,-0.009
20,9.19,-0.014
20,10.99,-0.02
20,59.67,-0.015
20,7.7,-0.013
20,22.7,-0.011
22,99.99,0.089
22,99.64,2.241
22,96.5,2.455
22,85.3,-0.015
20,15.89,-0.022
20,60.01,-0.023
20,25.1,-0.02
22,99.93,0.174
22,99.06,-0.015
20,14.89,-0.026
20,23.11,-0.021
22,99.73,0.026
22,96.66,-0.0
20,47.66,-0.009
22,81.57,-0.01
20,21.73,-0.026
22,99.97,0.046
22,97.79,2.535
22,92.95,0.003
22,99.99,0.762
22,54.93,1.938
22,99.76,0.016
22,99.98,0.093
22,99.16,-0.001
22,98.63,0.004
20,54.9,0.011
22,99.9,0.12
22,98.78,0.061
22,99.99,2.485
22,99.56,0.048
22,74.29,0.031
22,98.26,0.02
22,99.71,3.611
22,99.91,0.056
20,22.57,0.017
22,99.69,2.318
22,99.99,4.467
22,99.99,2.69
22,99.98,0.148
22,99.99,0.118
22,100.0,0.932
22,97.94,0.021
22,83.43,0.036
22,84.38,0.05
20,37.96,0.028
22,99.66,0.023
22,89.51,0.056
22,99.94,0.083
22,90.53,0.008
22,96.7,0.0
22,99.99,0.179
20,30.12,-0.006
20,11.06,-0.006
22,90.51,1.159
20,41.32,0.021
22,80.96,0.025
20,20.49,0.005
22,94.75,0.017
22,99.97,0.087
20,55.27,0.036
22,99.72,0.027
22,91.78,0.039
22,98.88,0.038
22,99.21,0.094
22,92.48,0.037
22,96.67,0.074
20,51.85,0.059
22,99.99,0.771
22,88.74,0.064
22,99.73,0.101
22,99.98,0.351
22,99.95,3.473
22,100.0,0.623
22,99.91,0.123
21,68.41,0.047
22,73.78,0.043
22,99.74,0.071
22,98.06,0.044
22,92.86,0.046
22,99.81,0.059
22,99.47,0.133
22,99.99,0.818
22,99.99,0.676
20,61.24,0.102
22,98.35,0.153
20,57.32,0.063
20,32.29,0.061
22,94.72,0.113
22,99.99,0.227
22,99.98,5.371
22,89.33,2.957
22,999.0,2.964
22,98.54,1.215
22,99.86,0.572
22,78.19,0.139
22,99.97,0.201
22,999.0,1.831
21,71.7,0.111
22,99.6,0.142
22,99.99,2.051
22,99.99,5.143
22,99.98,0.186
20,44.22,0.116
20,59.59,0.11
20,10.16,0.139
22,99.48,0.219
20,62.44,0.132
22,91.02,0.143
22,99.99,0.855
22,74.68,0.139
20,23.93,0.126
20,45.04,0.113
22,99.99,1.122
20,17.0,0.113
22,99.93,0.143
20,18.74,0.116
22,99.31,0.443
20,31.38,0.102
22,99.99,0.56
22,99.42,1.123
22,91.34,0.115
22,98.63,0.154
22,99.99,0.339
22,100.0,2.518
22,80.46,1.849
22,99.9,0.311
22,99.98,0.445
22,94.31,0.288
20,17.93,0.288
20,20.53,0.314
20,20.67,0.328
20,29.9,0.165
20,12.68,0.193
20,9.04,0.222
20,37.59,0.244
22,84.68,0.272
22,89.35,0.215
20,42.39,0.248
22,99.68,0.3
22,91.99,0.29
22,99.71,0.338
22,99.98,1.851
22,66.12,0.543
22,4.72,0.501
21,51.26,0.273
22,43.86,0.233
22,75.75,0.215
22,49.07,0.227
22,83.53,0.238
22,69.84,0.227
22,83.36,0.236
22,68.16,0.221
22,26.31,0.213
22,49.87,0.198
22,31.75,0.221
22,37.94,0.196
22,33.25,0.196
22,18.26,0.148
22,17.19,0.168
22,36.77,0.153
22,91.14,0.159
22,51.78,0.144
22,24.8,0.142
22,90.07,0.173
22,11.99,0.015
22,-4.17,0.071
22,21.97,0.052
22,46.45,0.091
22,13.74,0.099
22,27.0,0.102
22,12.98,0.118
22,20.16,0.113
22,5.92,0.117
22,22.65,0.112
22,22.73,0.123
22,21.26,0.133
22,12.74,0.137
22,19.37,0.154
22,-0.55,0.129
22,-2.77,0.162
22,-5.33,0.121
22,8.62,0.124
22,9.58,0.117
22,-1.48,0.113
22,14.05,0.108
22,13.49,0.108
21,-5.33,0.105
21,2.93,0.102
21,0.29,0.101
21,5.14,0.1
21,7.11,0.098
21,4.6,0.098
21,5.18,0.096
21,0.44,0.095
21,0.33,0.094
21,2.83,0.091
21,7.8,0.088
21,4.63,0.087
21,-1.24,0.084
21,2.99,0.079
21,4.89,0.08
21,3.53,0.078
21,2.6,0.075
21,-2.02,0.071
21,-7.36,0.068
20,2.37,0.068
20,2.98,0.067
20,-0.69,0.065
20,2.47,0.063
20,2.24,0.061
20,0.67,0.058
20,1.51,0.052
20,-0.16,0.049
20,-1.32,0.048
20,-2.69,0.047
20,-2.59,0.047
20,0.08,0.047
20,4.07,0.045
20,2.76,0.045
20,-0.97,0.047
20,-0.13,0.05
20,-0.02,0.05
20,-1.9,0.049
20,5.17,0.048
20,3.03,0.044
20,-3.43,0.04
20,1.64,0.037
20,1.64,0.033
20,2.44,0.034
20,2.15,0.033
20,2.81,0.032
20,-1.2,0.031
20,-1.62,0.03
20,-0.95,0.031
20,3.2,0.032
20,5.85,0.033
20,0.21,0.033
20,-1.53,0.032
20,-2.52,0.026
20,1.06,0.025
20,3.49,0.027
20,-1.12,0.024
20,2.35,0.022
20,-0.99,0.021
20,-1.33,0.019
20,2.58,0.015
20,-0.94,0.012
20,-1.74,0.006
20,-0.94,0.002
20,-0.23,-0.003
20,0.95,-0.004
20,6.62,-0.005
20,-2.31,-0.005
20,0.35,-0.006
20,3.35,-0.005
20,-1.46,-0.007
20,4.68,-0.005
20,11.32,-0.006
20,1.57,-0.003
20,3.0,-0.005
20,-3.75,-0.008
20,2.34,-0.008
20,0.99,-0.01
20,1.19,-0.012
20,0.16,-0.014
20,-0.11,-0.014
20,8.34,-0.018
20,1.52,-0.021
20,-1.47,-0.025
20,0.32,-0.026
20,-0.26,-0.026
20,-1.3,-0.031
20,1.71,-0.035
20,-3.0,-0.035
20,0.4,-0.036
20,2.98,-0.038
20,2.21,-0.043
20,5.94,-0.044
20,-1.01,-0.049
20,2.09,-0.048
20,3.41,-0.053
20,0.57,-0.051
20,9.8,-0.05
20,2.8,-0.046
20,0.57,-0.051
22,92.94,-0.05
20,3.3,-0.05
20,3.56,-0.05
20,7.03,-0.049
20,5.02,-0.044
20,5.62,-0.043
20,13.17,-0.047
20,3.07,-0.056
20,11.44,-0.05
20,4.91,-0.048
20,10.78,-0.043
20,7.92,-0.036
22,91.39,-0.044
20,15.05,-0.045
20,5.23,-0.049
20,5.42,-0.053
20,26.7,-0.056
20,6.12,-0.06
20,3.92,-0.049
20,46.79,-0.03
20,11.0,-0.046
22,99.79,-0.03
20,10.04,-0.056
20,9.08,-0.054
20,11.38,-0.046
22,98.75,-0.046
22,99.77,-0.05
22,99.23,-0.048
20,11.61,-0.061
22,99.18,-0.053
22,99.27,-0.061
22,99.57,-0.064
22,97.97,-0.067
20,5.05,-0.053
22,99.85,-0.038
22,99.65,-0.044
22,98.68,-0.048
22,82.87,-0.054
20,29.87,-0.058
22,99.28,-0.05
22,94.92,-0.05
20,48.29,-0.035
20,10.54,-0.057
22,97.95,-0.056
20,40.39,-0.05
20,48.94,-0.057
20,4.5,-0.077
22,99.82,-0.063
20,17.09,-0.062
22,99.67,-0.05
20,11.8,-0.052
22,99.58,-0.025
22,99.99,0.127
22,92.28,0.002
22,80.39,-0.031
22,94.76,-0.017
20,38.41,-0.028
22,99.9,-0.028
22,99.81,-0.03
22,99.72,-0.03
20,28.73,-0.039
22,98.99,-0.04
20,44.92,-0.075
20,50.41,-0.081
20,53.5,-0.083
21,68.4,-0.089
20,55.15,-0.075
20,32.82,-0.086
20,15.91,-0.089
20,45.7,-0.073
22,99.96,-0.004
22,99.98,0.008
22,99.96,0.006
22,99.78,-0.002
22,99.96,0.029
20,26.99,-0.047
22,99.83,-0.017
22,99.98,0.1
22,99.92,0.034
21,69.12,-0.046
20,10.7,-0.049
20,12.34,-0.044
22,99.66,1.447
22,100.0,0.389
22,99.88,-0.035
22,97.17,-0.067
22,98.61,-0.06
22,99.94,-0.035
22,99.82,-0.053
21,64.76,-0.045
20,38.66,-0.039
22,79.36,-0.041
20,8.37,-0.053
20,41.44,-0.049
20,45.63,-0.042
22,95.9,-0.043
20,58.9,-0.047
20,20.26,-0.061
20,9.66,-0.06
22,97.25,-0.065
22,98.79,-0.062
20,32.12,-0.058
20,4.56,-0.049
20,10.3,-0.05
22,99.95,2.564
20,9.01,-0.085
20,18.28,-0.087
20,20.7,-0.072
22,85.93,-0.065
21,64.05,-0.053
20,5.27,-0.06
20,28.54,-0.055
22,99.84,-0.043
20,7.67,-0.059
20,7.98,-0.046
20,16.09,-0.049
20,32.84,-0.051
20,22.33,-0.056
